1,0.7291,-0.84363,-0.6771,-0.64159,-0.85394,-0.47546,-0.34677,0.15111,-0.71345
2,1.52,-0.40109,-0.71082,-0.62116,-0.94177,-0.3333,-0.19061,0.5864,-0.56635
1,-0.28148,-0.5872,-0.54203,-0.54049,-0.88002,-0.14096,-0.33968,-0.43163,-0.78865
1,-0.85267,-0.77331,-0.74223,-0.6301,-0.8854,-0.52772,-0.336,-0.39653,-0.88215
1,-0.32541,-0.80349,-0.52276,-0.66227,-0.86166,-0.51309,-0.55365,-0.30023,-0.88137
1,-0.76479,-0.79976,-0.52276,-0.58057,-0.86463,-0.41274,-0.37199,-0.43734,-0.74546
1,-0.41329,-0.77331,-0.67479,-0.66712,-0.86463,-0.41274,-0.27563,-0.41585,-0.92025
1,0.1579,-0.5872,-0.69656,-0.62729,-0.86463,-0.4211,-0.21895,-0.39871,-0.75986
1,-1.0284,-0.30804,-0.58057,-0.45829,-0.86463,-0.31239,-0.52645,-0.4085,-0.532
1,0.070027,-0.60049,-0.74069,-0.68269,-0.86463,-0.50473,-0.56811,-0.17535,-0.91502
1,-0.23754,0.26359,3.4658,-0.1522,-0.64025,-0.24549,0.26283,-0.039326,0.67939
1,-0.1936,-0.72014,-0.5613,-0.40749,-0.86463,-0.47546,-0.57831,-0.14815,-0.73497
2,-0.50117,-0.77331,0.49847,0.92001,-0.86463,1.0298,-0.16227,0.77684,-0.30024
1,0.37759,-0.69355,-0.6087,-0.66482,-0.86463,-0.51727,-0.4026,0.12391,-0.85447
1,-0.32541,-0.66696,-0.13739,1.3285,-0.91805,-0.43365,0.03611,-0.42891,0.052467
1,-1.2481,-0.83047,-0.7324,4.1622,-0.86677,-0.54972,-0.58341,-0.35001,-0.19489
1,-1.1602,-0.49415,-0.52276,-0.47335,-0.86677,-0.53278,-0.33288,0.39596,-0.73155
1,-0.45723,-0.53403,-0.38788,-0.65793,-0.86463,-0.50473,-0.51341,-0.37967,-0.79165
1,-0.061787,-0.77331,-0.72662,-0.17773,-0.88002,-0.29566,-0.52305,-0.43027,-0.66331
1,-0.10572,1.7525,-0.74165,0.53708,2.2447,0.44442,0.99969,-0.32335,0.68161
1,-0.67692,0.077476,-0.13739,-0.22879,-0.87104,-0.48382,-0.37341,-0.39381,-0.41472
1,-0.061787,-0.54732,-0.67113,-0.60483,-0.89886,-0.47128,-0.55932,-0.37205,-0.82366
2,-0.89661,0.55604,-0.40715,-0.66252,-0.87531,-0.16186,-0.40713,2.5452,-0.17045
1,1.6079,2.1513,-0.40715,-0.27984,2.031,1.5734,1.0847,1.5114,0.78795
1,-0.10572,0.68898,-0.42642,-0.51292,-0.88386,-0.33748,-0.50633,-0.42537,-0.3048
1,-0.23754,-0.84961,-0.74088,-0.67222,-0.87531,-0.32911,-0.56272,-0.38538,-0.95077
1,-0.36935,-0.73343,-0.5613,-0.050085,-0.87531,-0.53145,-0.5562,-0.039326,-0.71646
0,-0.98448,-0.44097,-0.1952,-0.60917,-0.87531,-0.22458,-0.16227,-0.35028,-0.53591
1,-0.36935,-0.76002,-0.44569,-0.49786,-0.87531,-0.54725,-0.55365,-0.4251,-0.87816
1,-0.32541,0.33005,-0.50349,0.97107,-0.886,0.10992,0.26283,-0.32498,0.44059
1,-0.89661,-0.73343,-0.29154,-0.59768,-0.87531,0.56986,-0.54969,0.15111,-0.84312
2,2.5745,-0.46756,0.51774,0.3839,-0.87531,-0.22458,-0.57944,-0.41476,-0.22418
1,0.24578,0.27688,-0.15666,1.3029,1.1762,-0.4002,1.7082,3.0893,0.49946
1,-0.5451,-0.5872,-0.33008,-0.30537,-0.89241,-0.52722,-0.47203,-0.43462,-0.60666
1,0.28972,-0.66696,0.074564,-0.46825,-0.87531,-0.49218,-0.51143,-0.17535,-0.48881
0,-0.28148,-0.45426,-0.73722,-0.62908,-0.42655,-0.42946,-0.51511,1.2937,-0.69511
0,-1.2042,-0.70684,-0.5613,-0.50628,-0.87531,-0.41274,-0.44256,-0.4232,-0.71419
1,-0.14966,-0.74672,-0.44569,0.3839,-0.87531,-0.4671,-0.48139,-0.26377,0.2918
1,-0.41329,-0.52073,0.36359,-0.49199,-0.87531,0.068106,-0.50349,-0.43925,-0.57935
1,-0.89661,-0.45426,-0.52276,-0.38196,-0.87531,-0.52438,0.5179,-0.41177,-0.54122
1,-0.63298,-0.7761,-0.64512,-0.61708,-0.87531,-0.52262,0.0077699,-0.43108,-0.47737
1,0.1579,0.68898,-0.58057,-0.67758,-0.87531,-0.099145,-0.52475,-0.38375,-0.4742
1,-0.32541,0.050889,-0.54203,-0.40749,-0.75778,-0.14096,-0.16227,-0.039326,-0.38741
1,-0.061787,-0.10863,2.6951,-0.12667,-0.61888,-0.24967,-0.54487,-0.41884,0.096031
1,-0.58904,-0.28145,-0.0025106,-0.35643,-0.87531,-0.55499,-0.45248,-0.41014,-0.54866
1,1.2124,-0.74672,-0.5613,-0.075614,1.1762,-0.36675,-0.19061,-0.35627,-0.096406
2,0.33365,-0.77637,-0.64184,-0.65282,-0.87959,0.15173,0.26283,0.80404,-0.78762
1,1.6957,-0.70684,-0.52276,-0.64976,-0.87959,-0.54859,-0.36831,-0.30023,-0.79996
1,-0.80873,-0.22827,-0.52276,-0.44246,-0.886,-0.38765,-0.24729,-0.4232,-0.38983
1,-0.50117,-0.69355,-0.52276,-0.68192,-0.88172,-0.54407,-0.56216,-0.41041,-0.90301
1,-0.017849,0.95485,-0.11812,-0.20326,-0.3197,0.65348,-0.37001,-0.40007,-0.11039
1,-0.017849,0.050889,-0.44569,-0.67554,-0.88386,-0.37511,-0.56556,-0.40551,-0.64862
1,-0.72086,-0.68025,-0.33008,-0.47744,-0.886,-0.22458,-0.27563,-0.31873,-0.59153
1,0.33365,-0.85679,-0.74897,-0.35643,-0.88136,-0.54416,-0.52956,-0.30023,-0.89939
2,0.90485,-0.877,-0.46496,-0.62321,-0.886,-0.49636,-0.56896,-0.40007,-0.92815
1,1.5639,-0.042165,-0.74647,-0.68116,-0.886,-0.5202,-0.57321,-0.40388,-0.7399
1,-0.76479,-0.85506,-0.54203,-0.65997,-0.886,-0.54014,-0.56669,-0.12094,-0.33068
1,-0.36935,-0.082046,-0.1952,-0.62244,-0.886,-0.51309,-0.53155,-0.3424,-0.60457
0,-0.72086,-0.77544,-0.54203,-0.51037,-0.93942,3.3295,-0.39211,-0.43435,-0.73057
1,-0.50117,-0.44097,-0.29154,0.30732,0.49234,0.068106,-0.077251,-0.4251,-0.32286
2,1.52,-0.5872,-0.50349,-0.17773,-0.886,-0.35002,-0.53665,-0.43625,-0.60095
1,-0.85267,-0.49415,-0.58057,-0.30537,-0.88814,-0.49636,-0.4094,0.39596,-0.72703
1,-0.28148,1.4866,0.15164,0.12862,-0.886,0.31898,0.6596,-0.42619,0.82271
2,-0.28148,-0.56061,3.8512,-0.62091,-0.89027,4.8347,-0.31248,-0.40905,0.16292
2,-0.85267,-0.87275,-0.66207,-0.12667,-0.89583,0.19354,-0.48025,-0.42456,-0.85805
1,-0.98448,-0.85613,-0.73626,-0.64771,-0.89027,-0.45873,-0.58114,-0.43707,-0.92095
0,-0.72086,-0.70684,0.44067,-0.40749,-0.89027,-0.50055,-0.51766,-0.38048,-0.51493
2,0.99272,-0.8314,-0.59656,-0.5867,-0.91164,-0.015519,-0.57803,0.096701,-0.91066
2,-0.017849,-0.34792,-0.15666,-0.60355,-0.89241,-0.37093,-0.37313,-0.26432,-0.61876
1,-0.36935,-0.082046,-0.33008,0.2052,-0.89241,0.068106,-0.30397,-0.41993,-0.45738
1,-0.80873,-0.85068,-0.60022,-0.60559,-0.89241,-0.45037,-0.55535,-0.43707,5.9641
1,-0.14966,-0.0022849,-0.69868,-0.63674,-0.89668,-0.38347,-0.55592,-0.4251,-0.7049
1,-0.23754,-0.8447,-0.64011,-0.66635,-0.90882,-0.39601,-0.45135,-0.43571,-0.95324
2,0.20184,-0.48085,-0.67922,-0.6181,-0.89284,1.1552,-0.5171,-0.18515,-0.82646
2,-0.85267,-0.082046,-0.66593,-0.20326,-0.886,0.31898,0.12113,0.069496,-0.11418
1,0.070027,-0.85839,-0.74088,-0.577,-0.89668,-0.54696,-0.30397,-0.039326,-0.95316
1,0.1579,-0.20169,0.72969,-0.62474,-0.89668,-0.41692,-0.39268,-0.41122,0.050616
1,-1.2481,-0.46756,0.26725,-0.61274,-0.89668,0.73711,-0.35782,-0.42972,-0.52353
1,-0.14966,-0.46756,-0.74666,-0.35643,-0.89668,1.866,-0.47062,-0.36552,-0.70737
2,-0.23754,0.26359,-0.11812,-0.62372,-0.89668,-0.37511,-0.5562,-0.40007,-0.50539
1,-0.67692,-0.81412,-0.38788,-0.63648,-0.89668,-0.52137,-0.31248,-0.39626,-0.85793
2,2.0912,-0.81558,-0.44569,-0.66609,-0.89668,-0.30403,-0.55365,-0.23874,-0.92136
1,0.28972,-0.56061,-0.61063,-0.67299,-0.86483,-0.53362,-0.46948,3.0893,-0.81132
2,0.50941,-0.73343,-0.52276,-0.55658,-0.89668,-0.24549,-0.4692,-0.039326,-0.87236
1,1.4321,-0.76002,-0.69194,-0.67095,-0.89668,-0.5253,-0.56952,-0.40007,-0.9293
2,3.1896,-0.80521,-0.5613,-0.61529,-0.89668,-0.33748,-0.38276,-0.39953,-0.6042
1,0.55334,-0.34792,-0.60716,-0.67146,-0.89668,-0.51309,-0.48082,-0.34049,-0.76784
1,-0.1936,-0.80934,-0.72373,-0.66661,-0.89668,-0.50891,-0.27563,-0.36579,-0.93543
2,-0.85267,0.077476,-0.74396,-0.47897,-0.89668,-0.43783,-0.58058,0.069496,-0.66294
1,-0.23754,-0.69355,-0.63433,0.23073,-0.89027,-0.36256,0.0077699,-0.38429,0.53167
1,0.90485,-0.86902,1.3463,4.928,-0.89668,-0.21622,-0.35726,-0.34484,0.48239
1,-0.50117,-0.8548,-0.15666,-0.12667,-0.89668,0.27717,0.26283,0.15111,0.99038
1,-0.10572,0.27688,-0.1952,-0.66763,-0.42655,-0.17859,0.17781,-0.42537,-0.21184
1,0.37759,-0.81545,-0.38788,-0.024557,-0.89668,-0.23713,-0.44709,-0.42374,-0.67935
1,-0.23754,4.4112,-0.1952,1.3029,3.3131,0.44442,2.5301,3.0893,2.9134
