1,1.4088,0.9868,0.06189,0.19819,0.39435,0.12267,0.52885,0.45484
2,0.82632,1.6192,0.35315,0.12201,0.35596,0.18566,0.83779,0.84588
1,1.5564,0.092383,-0.071849,0.060289,0.17896,-0.054393,-0.22197,0.45122
1,2.0332,-0.19162,0.13244,-0.050264,0.27004,0.074521,-0.33611,0.041131
1,1.8796,0.1935,-0.12029,-0.042073,0.17062,-0.015582,0.0045994,0.15427
1,1.8461,-0.23244,-0.063566,-0.090888,0.26722,0.0011466,-0.27679,0.10112
1,1.8644,0.066469,0.05691,0.11295,0.31661,-0.043622,-0.15537,0.24386
1,1.5544,0.32957,0.17647,0.25094,0.21192,-0.07824,0.17505,0.50575
1,1.6277,-0.40324,0.12282,-0.34607,-0.13498,0.083341,-0.52892,0.12953
1,1.7686,0.5562,0.089711,0.069613,0.040882,0.034588,0.12074,0.32355
1,-1.0855,-1.2131,-1.5246,-2.0922,0.55116,-1.2118,1.3189,0.089798
1,1.6439,0.25488,-0.10657,-0.055639,0.09672,0.2334,0.063924,0.21128
2,-0.054855,0.031402,-1.1983,-0.68189,0.7912,1.1149,-0.70351,0.43939
1,1.5385,0.80857,0.077142,0.017733,0.29353,0.09478,0.35366,0.3298
1,0.5141,-0.99604,-0.39647,0.16549,0.20192,1.2919,0.40071,0.48432
1,0.40812,-2.0001,-1.0599,0.64709,-0.56669,3.938,-0.016224,0.15348
1,1.6518,-0.05603,0.24656,-0.721,0.33956,0.4203,-0.47028,-0.30111
1,1.7386,0.0033585,-0.047019,-0.19116,0.039638,-0.12087,-0.035034,0.18222
1,1.5614,0.13026,-0.15991,0.27557,0.046116,0.33341,0.0078774,0.46425
1,-2.0948,-0.45129,1.4111,1.2447,-0.94063,-0.32058,-0.82607,-0.83618
1,1.1544,-0.46836,0.1167,-0.49407,-0.25726,0.042729,-0.047464,0.26561
1,1.7385,0.30225,0.044608,0.066198,-0.031842,-0.0010435,0.074148,0.38904
2,0.40898,1.2688,0.93531,-2.199,0.32355,0.87876,-0.71332,-0.55625
1,-3.3192,1.9007,1.4463,0.46326,-0.34416,-0.63427,-0.73948,-0.16161
1,0.91672,0.0090958,0.52245,-0.42431,-0.72194,-0.22949,0.0079635,0.67626
1,1.935,0.30093,-0.10542,0.15796,0.16374,0.0017893,-0.1505,0.30498
1,1.5679,0.084311,-0.14624,-0.10129,0.10167,0.583,0.038655,0.11688
0,1.4458,-0.45571,0.0094923,-0.4496,0.29921,-0.17024,-0.42993,0.13814
1,1.8437,0.021254,-0.18839,-0.01522,0.097703,0.043363,0.051386,0.18693
1,-0.086915,-0.83419,0.37489,-0.048339,-0.15044,0.94663,-0.18155,0.87743
1,1.4148,0.24843,-0.50902,-0.50601,0.42684,0.058889,-1.0454,0.23177
2,0.0012025,1.1177,-0.99647,0.5871,-0.20412,0.083807,1.9317,1.5004
1,-2.2395,0.97695,1.2381,-0.44308,1.4273,1.8831,0.30682,-1.5968
1,1.5871,-0.271,-0.13741,-0.1697,0.035451,0.13193,0.017704,0.1966
1,1.2093,0.30744,-0.38985,-0.21941,0.16331,-0.098945,0.58289,0.37611
0,1.1606,1.153,0.37805,-0.64776,0.33224,0.55584,-0.24342,-0.53516
0,1.9239,-0.48438,-0.016823,-0.26956,0.16893,0.11098,-0.53711,-0.044765
1,0.89309,-0.38527,-0.18091,-0.027144,-0.016391,0.74232,0.32671,0.36258
1,1.155,-0.16996,-0.68787,-0.44246,0.14975,-0.34179,-0.13316,0.41613
1,1.3757,-0.67698,0.53128,-0.077526,0.65995,0.065472,-0.21392,0.17608
1,1.6597,-0.31984,0.27789,0.0058781,0.47965,-0.023509,-0.11971,0.17238
1,0.93155,0.36859,0.52684,-0.27059,-0.69381,-0.33453,-0.10599,0.84745
1,0.93383,0.087389,0.39485,-0.28517,-0.017291,0.073531,-0.26648,0.37884
1,-0.19123,-0.78364,-1.7759,-1.4342,0.007991,-0.96234,1.1134,0.16016
1,1.3721,-0.36445,-0.14061,-0.43997,-0.07729,-0.051977,0.096746,0.17931
1,0.0002336,0.76084,-0.1372,1.5507,-0.15433,-0.21218,0.68236,-0.53885
2,0.9758,1.1079,0.2307,-0.13562,1.0745,0.27206,-0.15784,0.42428
1,1.2443,1.2675,-0.072569,0.64955,0.15952,-0.19745,1.185,0.97047
1,1.4104,-0.43605,0.28534,-0.29229,-0.0045155,0.026106,-0.30359,0.24758
1,1.9474,0.034959,-0.065745,-0.092239,0.081376,-0.065931,-0.076918,0.1426
1,-0.096195,0.06018,0.1217,-0.21608,-0.77427,-0.37056,-0.58736,0.75542
1,1.3586,0.24451,0.19858,-0.20281,-0.35526,-0.24855,0.070028,0.54023
1,1.5184,-0.24988,-0.12599,-0.23649,0.32422,0.016653,-0.30657,0.19865
1,1.7204,0.51742,-0.10411,0.36386,0.12085,0.26302,0.35917,0.43988
2,1.6072,0.83897,-0.29561,0.43639,0.13752,-0.13079,0.71813,0.66514
