duration,actor1_fb_likes,actor2_fb_likes,actor3_fb_likes,budget,movie_fb_likes,actor4_fb_likes,director_fb_likes,cast_total_fb_likes,imdb
-0.28148,0.22371,-0.041048,-0.20326,-0.36244,-0.31657,-0.42357,-0.38375,0.078548,1
-0.45723,0.064183,2.5024,-0.12667,-0.36244,0.94617,-0.5358,-0.42972,0.43331,1
0.77303,-0.72014,-0.74589,-0.53666,-0.37313,-0.43783,-0.57151,-0.43489,-0.89828,1
0.86091,-0.22827,0.093832,0.51155,-0.3197,-0.37093,0.03611,0.12391,0.9889,1
0.026089,-0.62708,-0.13739,-0.64771,-0.21286,-0.53968,-0.50803,-0.42238,-0.2867,0
0.37759,1.0878,-0.041048,2.1199,-0.37313,-0.4671,-0.24729,-0.40633,1.3376,1
-0.14966,-0.3878,1.539,-0.5336,-0.3197,-0.47964,-0.44199,-0.41476,-0.012529,1
0.11396,0.22371,-0.58057,-0.56526,-0.38381,-0.50891,1.3114,-0.40823,0.037452,1
0.070027,0.55604,-0.44569,-0.12667,-0.38381,-0.50891,-0.54855,-0.4368,-0.16506,1
1.52,-0.77331,-0.098853,-0.62193,-0.38381,0.026293,-0.56131,-0.2722,-0.71037,1
0.20184,-0.65367,-0.58057,-0.3309,-0.42655,-0.40856,-0.36831,-0.27057,-0.70531,0
-1.3799,-0.72014,-0.60215,-0.43302,-0.38381,-0.47546,-0.10559,-0.43408,-0.50275,0
-0.14966,-0.42768,1.7317,-0.024557,-0.38381,-0.14096,2.5301,-0.41531,0.64652,1
3.4972,-0.79724,-0.61409,0.00097211,-0.38381,-0.38347,-0.020571,-0.41122,-0.5921,1
0.7291,-0.66696,-0.60022,-0.67529,-0.3197,0.068106,-0.48592,-0.23629,-0.45178,1
-0.10572,-0.50744,-0.6033,0.30732,-0.38381,0.026293,1.1981,-0.36715,-0.32245,1
-0.1936,-0.72014,-0.74705,-0.65103,-0.42655,-0.37093,-0.50151,-0.39817,-0.93683,1
0.42153,0.55604,-0.54203,0.15414,-0.38381,-0.54591,-0.57633,0.6136,-0.068474,1
-0.63298,-0.57391,-0.11812,-0.27984,-0.38381,-0.52492,-0.37539,-0.43272,-0.65463,0
-0.32541,-0.16181,-0.70389,-0.3309,-0.38381,-0.49636,-0.45701,-0.43571,-0.58577,1
-1.0724,-0.20169,-0.63182,-0.57062,-0.38381,-0.26221,-0.48365,0.20552,-0.17374,0
-0.67692,0.34335,0.76823,-0.51011,-0.38381,-0.21622,-0.24729,1.2937,0.023055,1
-0.5451,-0.80668,-0.58673,-0.63801,-0.38381,-0.47546,0.40454,-0.38973,-0.56145,1
-0.41329,2.0183,0.093832,-0.38196,-0.42655,-0.52375,3.0969,-0.37341,2.4245,0
0.28972,-0.20169,-0.079585,-0.60483,-0.46929,-0.55122,-0.5528,-0.37178,-0.47095,1
-0.98448,-0.5872,-0.71198,-0.27984,-0.40518,-0.4671,-0.50491,-0.43625,-0.69441,0
-0.72086,-0.64037,-0.21446,0.51155,-0.40518,-0.35838,-0.52446,-0.42836,-0.35174,1
0.86091,0.024302,-0.54203,0.51155,-0.40518,-0.29566,-0.31361,0.12391,0.55561,1
0.42153,-0.52073,-0.58057,-0.67835,-0.42655,-0.34166,-0.58086,-0.41803,-0.6188,1
-0.10572,0.11736,-0.70697,-0.60559,-0.40518,-0.44619,-0.10559,-0.33178,-0.54841,1
0.1579,-0.22827,1.3463,-0.22879,-0.38381,-0.22876,-0.36689,-0.38375,0.3108,1
0.33365,-0.34792,-0.58057,-0.48561,-0.40518,-0.36675,-0.58114,-0.42782,-0.69054,1
1.1245,-0.50744,0.016758,-0.3309,-0.49066,-0.43783,0.14947,0.66802,-0.32813,1
0.070027,-0.3878,0.76823,1.1498,-0.40518,-0.37929,-0.46382,-0.30023,-0.14569,1
-1.2481,0.18382,0.80677,-0.3309,-0.40518,-0.4671,-0.57831,1.2937,-0.19098,1
-1.0284,-0.61379,-0.52276,-0.57623,-0.40518,-0.49636,-0.47714,-0.40388,-0.68133,1
-0.28148,0.34335,-0.46496,-0.53615,-0.40518,0.10992,0.31951,0.015085,-0.25787,1
-0.58904,-0.26816,-0.34934,-0.024557,-0.40518,-0.22876,0.17781,-0.41367,-0.12528,0
0.68516,0.27688,1.539,-0.20326,-0.40518,1.2389,-0.10559,0.15111,0.64331,1
-0.1936,-0.64037,-0.38788,4.1622,-0.40518,-0.52831,-0.37228,-0.42564,0.35618,1
-0.85267,-0.72014,-0.71179,-0.53845,-0.40518,-0.52254,-0.020571,-0.20093,-0.72884,0
0.86091,-0.76002,-0.61409,0.35838,-0.40518,-0.45873,-0.10559,-0.24092,-0.61625,1
-0.36935,-0.53403,2.117,4.4175,-0.40518,-0.14096,-0.35499,-0.37667,1.03,1
0.20184,-0.14851,1.3463,-0.35643,-0.063268,-0.43365,-0.54345,-0.43408,-0.26622,1
-0.14966,-0.16181,0.34432,-0.075614,-0.40518,0.90436,-0.10559,-0.40388,-0.2459,1
-0.14966,-0.57391,-0.65957,-0.40749,-0.40518,-0.54821,-0.44313,-0.42564,-0.69387,0
-0.5451,0.17053,-0.52276,0.2052,-0.49066,-0.55302,-0.52418,-0.43925,-0.19361,1
0.1579,1.2207,-0.48422,0.15414,-0.40518,-0.099145,0.3762,-0.23983,0.19385,1
0.28972,-0.21498,-0.7247,-0.62193,-0.3197,-0.015519,-0.58426,0.96728,-0.53179,1
0.50941,5.6076,-0.060316,0.12862,-0.42655,-0.29148,-0.44568,0.72243,1.3973,1
0.86091,0.050889,1.1536,-0.45906,-0.42655,-0.057332,-0.56981,-0.37341,-0.23236,1
0.11396,1.2207,-0.75071,-0.66533,-0.25559,0.61167,-0.53127,3.9055,-0.15581,1
0.68516,-0.52073,-0.48422,-0.17773,-0.42441,-0.46291,-0.54685,0.12391,-0.32784,1
-0.89661,0.95485,-0.041048,-0.60968,-0.42655,0.65348,-0.45078,-0.39844,0.054606,1
0.20184,-0.44097,0.036026,-0.49046,-0.40518,0.23536,-0.27563,-0.42102,-0.54043,1
0.68516,-0.36121,-0.44569,-0.67988,-0.42655,-0.34166,-0.31248,-0.42537,-0.64105,1
3.1457,0.95485,-0.11812,1.5327,-0.49066,1.1552,-0.5273,3.3614,0.09056,1
1.4321,1.0878,-0.041048,0.077558,-0.42655,2.5769,-0.16227,-0.4066,0.48099,1
0.64122,1.3537,-0.50349,-0.67937,-0.36244,-0.099145,-0.58171,-0.3424,0.79408,1
-0.89661,-0.70684,-0.0025106,-0.12667,0.74878,-0.53538,-0.020571,-0.42918,-0.42097,0
-0.72086,-0.62708,-0.74416,-0.5576,-0.3197,-0.43365,-0.36576,-0.43897,-0.75455,0
-1.2481,-0.48085,-0.5613,-0.3309,-0.42655,-0.20786,-0.50122,-0.39354,-0.42686,1
-1.1163,-0.83539,-0.52276,-0.68294,-0.42655,-0.4671,-0.57491,-0.43816,-0.87759,1
0.24578,-0.36121,0.53701,-0.64031,-0.42655,-0.14932,0.03611,-0.066532,0.49913,1
0.37759,0.11736,0.7875,0.05203,-0.42655,0.31898,0.85798,-0.17535,0.18534,1
-0.63298,-0.68025,-0.44569,-0.12667,-0.42655,-0.19531,-0.40175,-0.40197,-0.60226,1
-0.36935,-0.76002,-0.5613,0.00097211,-0.42655,-0.33748,-0.46467,-0.42047,-0.59621,1
-0.23754,1.7525,0.055295,-0.40749,-0.42655,0.44442,0.03611,-0.33178,0.49382,1
0.90485,-0.48085,-0.098853,0.61366,-0.42655,-0.099145,-0.077251,-0.40116,-0.11442,1
0.070027,-0.24157,-0.62392,-0.55198,-0.42655,-0.50891,-0.41875,-0.43571,-0.61098,1
-0.28148,-0.60049,-0.72238,-0.35643,-0.90096,-0.2664,-0.55677,-0.31056,-0.85817,1
-1.2042,-0.042165,-0.40715,-0.64669,-0.42655,-0.488,-0.51908,-0.42836,-0.52303,0
-0.5451,0.077476,-0.5613,-0.50628,-0.42655,0.65348,-0.52503,-0.42129,-0.6081,1
-0.76479,0.95485,-0.021779,2.1199,-0.59751,-0.30821,-0.13393,-0.43462,0.34705,1
-0.5451,4.4112,1.9243,-0.5359,-0.42655,-0.22876,-0.30653,-0.33995,1.8631,1
-0.58904,-0.5872,-0.73414,-0.5553,-0.42655,-0.39601,-0.47855,0.20552,-0.62246,0
0.1579,0.95485,-0.61949,0.17967,-0.42655,0.77892,-0.4726,-0.37994,-0.16161,1
-0.67692,0.15724,-0.48422,0.51155,-0.40518,-0.17023,1.3965,-0.36987,26.895,1
1.4321,2.0183,-0.253,0.00097211,-0.42655,0.48623,-0.45361,4.1775,0.20768,1
-0.50117,-0.78208,-0.34934,-0.35643,-0.40518,-0.53642,0.12113,-0.42265,-0.46474,0
-0.72086,-0.60049,1.9243,-0.17773,-0.42655,-0.47128,0.68794,-0.43326,0.055264,1
1.2563,0.95485,-0.6507,0.48602,-0.42655,0.23536,-0.40657,-0.066532,0.001211,1
-0.67692,-0.62708,0.34432,-0.35643,-0.42655,-0.49636,0.14947,-0.39953,-0.44747,1
-0.1936,0.27688,0.69116,0.026501,-0.42655,-0.15768,0.3762,-0.3998,1.0692,1
-0.72086,-0.60049,0.7875,-0.51088,-0.42655,-0.53124,-0.54062,-0.33315,-0.3663,1
-1.2042,-0.84124,-0.70446,-0.38196,-0.42655,-0.47964,-0.47402,-0.42238,-0.50316,0
0.24578,-0.76002,-0.31081,-0.44502,-0.42655,-0.45873,0.68794,-0.43598,-0.42254,1
-0.72086,0.68898,1.3463,-0.1522,-0.42655,1.866,2.2467,-0.39953,0.71291,1
-0.41329,-0.73343,-0.72123,-0.67452,-0.59751,-0.50055,-0.55195,-0.41803,-0.92535,0
-0.5451,-0.24157,-0.69001,-0.38196,-0.3197,-0.51727,-0.13393,-0.43571,-0.51283,0
0.026089,-0.26816,1.0187,2.1199,-0.42655,-0.23294,-0.42386,-0.35627,0.31224,1
-0.36935,-0.56061,2.5024,-0.44323,-0.5334,-0.40438,-0.13393,-0.42047,0.17584,1
-1.0284,-0.40109,-0.75398,-0.60457,-0.42655,-0.45873,-0.58313,-0.42891,-0.68861,1
1.3442,0.050889,-0.6297,1.6348,-0.41587,-0.44201,3.6637,-0.12094,0.83126,1
0.026089,-0.32133,-0.48422,1.6859,-0.3197,0.19354,0.092791,-0.43136,2.0812,1
0.46547,-0.082046,-0.21446,-0.30537,-0.42655,-0.40856,0.092791,-0.40415,-0.099903,1
-1.0724,-0.72014,-0.36861,0.46049,-0.42655,-0.49218,-0.56782,-0.43897,-0.56627,0
1.2563,-0.13522,1.3463,-0.57062,-0.42655,3.9567,-0.19061,0.04229,-0.046878,1
0.1579,-0.22827,-0.63934,-0.59027,-0.38381,-0.43365,3.0969,-0.41993,-0.12738,1
-0.10572,0.27688,-0.1952,-0.66763,-0.42655,-0.17859,0.17781,-0.42537,-0.21184,1
0.33365,0.55604,0.76823,-0.35643,-0.42655,0.6953,1.1697,-0.43299,1.4091,1
-0.23754,1.3537,1.1343,-0.1522,-0.42655,0.026293,-0.34337,-0.30349,0.2802,1
-0.72086,-0.60049,0.80677,2.1199,-0.42655,-0.27058,1.7082,-0.43625,0.30883,1
-0.67692,-0.28145,-0.34934,-0.6324,-0.68299,-0.5355,-0.46155,-0.42836,-0.6738,0
-1.0284,-0.87261,-0.54203,-0.45063,-0.40518,-0.53826,-0.56839,-0.39953,-0.64599,0
-1.0284,-0.78129,-0.253,-0.64771,-0.42655,-0.5488,-0.41875,-0.43435,-0.73509,0
0.070027,-0.25486,0.036026,-0.45804,-0.61888,-0.21204,0.064451,-0.38783,-0.46355,0
-0.63298,-0.73343,-0.63991,-0.40749,-0.42655,-0.54328,-0.48904,-0.40551,-0.40053,0
-0.28148,-0.45426,-0.73722,-0.62908,-0.42655,-0.42946,-0.51511,1.2937,-0.69511,0
-0.14966,-0.56061,-0.041048,0.81789,-0.42655,-0.34166,-0.24729,-0.43598,-0.32591,1
-1.2481,-0.72014,-0.70119,-0.12667,-0.42655,-0.55009,-0.40685,-0.43272,-0.45948,0
-1.0284,-0.73343,-0.6771,-0.5576,-0.42655,-0.2204,-0.34592,-0.40388,-0.7274,0
-0.5451,-0.87354,-0.74608,-0.60202,-0.42655,-0.40856,-0.55394,-0.34811,-0.84435,1
0.37759,0.26359,2.6951,-0.40749,-0.42655,-0.2204,0.0077699,1.2121,0.75397,1
-0.28148,-0.85639,-0.27227,-0.46569,-0.42655,-0.35002,-0.47458,-0.36362,-0.10217,1
0.59728,-0.14851,-0.31081,-0.22879,-0.40518,-0.18695,-0.44596,-0.43761,-0.31283,1
-0.63298,-0.48085,-0.52276,-0.67605,-0.42655,0.23536,0.23449,0.15111,-0.69264,1
1.1685,-0.65367,4.4293,-0.35643,-0.42655,2.6605,0.12113,-0.40687,0.48366,1
6.9243,-0.79272,-0.46496,-0.27984,-0.42655,-0.41692,-0.55734,-0.43843,-0.61814,1
-0.061787,-0.68025,3.6585,-0.59385,-0.42655,-0.51802,4.2305,-0.41803,1.1323,1
-0.63298,-0.65367,-0.5613,3.3963,-0.42655,-0.54817,2.5301,-0.42592,0.46293,0
-0.58904,-0.40109,0.69116,-0.3309,-0.42655,-0.50473,-0.57378,-0.4319,-0.40526,1
-0.94055,-0.60049,-0.59193,-0.60942,-0.66162,0.15173,-0.4573,-0.43925,-0.84275,0
-0.36935,-0.73343,-0.72238,0.077558,-0.42655,-0.53855,-0.54033,-0.41449,-0.77384,1
-0.14966,-0.34792,-0.52276,1.8646,-0.42655,-0.2664,-0.13393,-0.43734,0.069786,0
-0.10572,0.42311,-0.60292,0.077558,-0.42655,0.77892,0.57458,-0.38919,0.19879,1
-0.36935,0.050889,-0.33008,-0.64822,-0.25559,-0.39183,-0.44851,-0.40388,-0.43726,0
-0.41329,-0.78355,-0.60619,0.84342,-0.42655,-0.32075,-0.55876,-0.43272,-0.36087,0
-0.94055,-0.74672,-0.31081,-0.30537,-0.42655,-0.51991,-0.57944,-0.20474,-0.1359,0
-1.4678,-0.055459,1.9243,2.1199,-0.42655,0.31898,0.20615,0.096701,0.37884,1
-0.28148,0.050889,1.9243,-0.43302,-0.42655,-0.53788,-0.56726,-0.32226,-0.075838,1
0.1579,-0.80721,-0.13739,-0.46416,-0.42655,-0.5197,-0.13393,-0.40334,-0.4436,1
0.77303,-0.52073,0.19017,-0.63495,-0.65499,0.73711,0.34786,-0.19957,-0.53393,1
0.37759,0.68898,-0.060316,0.2052,-0.5334,-0.30821,-0.5256,-0.066532,0.20874,1
0.90485,-0.83433,0.98018,-0.64414,-0.42655,-0.2873,-0.56131,-0.12094,-0.55302,1
0.1579,-0.52073,-0.253,-0.66661,-0.42655,-0.53249,-0.27563,-0.40986,-0.28921,0
1.0806,0.82191,0.24798,0.56261,-0.42655,0.44442,1.7082,1.5114,0.96928,0
-0.58904,0.21041,-0.36861,-0.38196,-0.42655,-0.54081,-0.43576,-0.30186,-0.4044,0
0.24578,-0.72014,0.90311,0.48602,-0.66162,-0.41274,-0.46892,-0.35219,1.1588,1
1.0367,-0.79391,0.15164,3.6516,-0.42655,0.56986,2.1333,-0.39871,1.0742,1
0.24578,-0.3878,1.539,-0.5336,-0.42655,-0.38765,-0.44199,2.8172,-0.19271,1
-0.67692,1.7525,-0.40715,0.89448,-0.42655,-0.4211,-0.41252,-0.40687,0.27888,0
-0.32541,-0.68025,-0.17593,-0.56577,-0.44792,-0.43365,0.064451,-0.40197,-0.24701,0
-0.67692,0.82191,-0.38788,-0.53386,-0.44792,-0.51309,1.7082,-0.43761,0.080193,1
-0.28148,0.050889,-0.71468,-0.22879,-0.78556,-0.24131,-0.31333,-0.42809,-0.47605,1
-1.1163,-0.74672,0.76823,-0.050085,-0.44792,-0.36256,-0.16227,-0.31682,0.03663,1
-0.58904,-0.49415,-0.48422,-0.55836,-0.44792,-0.52183,-0.30397,-0.43625,1.2552,0
0.070027,-0.60049,-0.60118,-0.56577,-0.44792,-0.45037,0.57458,-0.28499,-0.60831,1
-0.5451,-0.30804,0.20944,-0.25432,-0.44792,-0.36675,-0.5256,0.15111,-0.27547,1
-0.14966,0.55604,-0.29154,-0.30537,-0.44792,-0.54006,-0.16227,-0.41503,0.009027,1
-0.85267,0.34335,0.4214,2.3751,-0.42655,0.068106,4.5139,-0.3677,1.1288,1
-1.1163,0.33005,-0.67903,-0.35643,-0.44792,-0.55055,-0.30397,-0.37423,-0.43924,0
0.59728,-0.45426,1.3463,-0.43302,-0.44792,-0.23294,1.6515,-0.32607,0.52237,1
-0.80873,-0.73343,-0.38788,1.0732,-0.44792,-0.52246,-0.33628,-0.41313,-0.072135,0
0.20184,-0.86703,-0.21446,-0.66048,-0.44792,-0.33748,-0.57576,0.80404,-0.75595,0
-0.28148,-0.82502,-0.58057,-0.30537,-0.44792,-0.53191,-0.49102,-0.43435,-0.63612,0
0.46547,-0.14851,0.20944,-0.63801,-0.44792,-0.55269,0.064451,-0.43625,-0.32545,0
-1.0724,-0.56061,-0.15666,-0.30537,-0.44792,-0.33748,0.43288,-0.43625,-0.27412,0
-1.1163,-0.74672,-0.46496,-0.22879,-0.44792,-0.015519,1.8216,-0.39517,-0.020468,0
0.20184,1.4866,-0.52276,0.12862,-0.46929,-0.50473,0.82964,4.4496,0.12569,1
-1.1163,-0.09534,0.20944,3.141,-0.45647,0.52805,0.40454,-0.39817,0.96574,1
3.8487,-0.10863,-0.17593,0.61366,3.4627,-0.40438,-0.32721,1.7018,0.061229,1
-1.0284,0.55604,-0.36861,-0.22879,-0.5334,-0.46291,-0.19061,-0.40578,-0.16091,1
0.59728,-0.34792,1.3463,-0.22879,-0.57614,0.15173,-0.24729,-0.20718,-0.057244,1
-1.2481,0.11736,-0.7062,0.077558,-0.46929,-0.51309,-0.54657,-0.41503,-0.48079,1
-0.67692,-0.61379,-0.34934,-0.53743,-0.46929,-0.41274,-0.55649,-0.42836,-0.51789,1
-0.5451,3.4806,1.038,4.928,-0.69367,0.36079,0.5179,2.1099,2.1244,1
-0.061787,0.95485,-0.5823,-0.48739,-0.46929,-0.35002,0.12113,-0.41395,-0.21546,1
-0.72086,-0.68025,-0.48422,4.4175,-0.46929,-0.50473,0.17781,-0.18732,0.064356,1
-0.72086,-0.5872,3.6585,-0.3309,-0.46929,-0.42946,-0.56442,-0.41177,0.13606,1
0.026089,-0.57391,3.0805,-0.64822,-0.46929,-0.53241,-0.57944,-0.43081,0.037247,1
-0.85267,-0.68025,-0.50349,-0.50424,-0.46929,-0.54336,-0.54969,-0.37722,-0.80552,0
-1.0284,-0.3878,-0.13739,-0.3309,-0.72573,-0.44619,-0.38333,-0.42619,-0.50979,1
-0.76479,-0.49415,-0.27227,-0.30537,-0.4757,-0.015519,-0.19061,0.39596,-0.44422,1
-0.10572,0.064183,-0.15666,-0.66661,-0.47998,0.19354,-0.43916,1.5386,-0.35947,1
0.59728,-0.46756,-0.38788,-0.12667,-0.49066,-0.19531,-0.31644,-0.41775,-0.68009,1
-0.28148,-0.25486,-0.44569,0.2052,-0.46929,-0.37929,-0.49896,-0.41993,-0.19624,1
0.59728,-0.64037,-0.66188,-0.43302,-0.5334,-0.50473,-0.4094,-0.41966,-0.70251,1
-0.14966,0.68898,-0.61236,-0.44808,-0.49066,-0.49218,-0.077251,-0.42047,-0.20011,1
0.94878,1.2207,1.3463,-0.67733,-0.21286,-0.17441,-0.57661,3.9055,0.086528,1
-1.292,-0.62708,-0.73818,-0.35643,-0.49066,-0.51727,0.092791,-0.43598,-0.68005,0
5.5623,-0.45426,-0.66824,-0.65639,-0.49066,-0.057332,-0.51681,0.69522,-0.7483,1
0.37759,-0.52073,-0.74184,-0.47897,-0.49066,1.7406,-0.53042,-0.30349,-0.85356,1
0.026089,0.22371,-0.71024,-0.64797,-0.49066,-0.44201,-0.54005,-0.43816,-0.61325,0
0.86091,0.10406,-0.48422,-0.024557,-0.49066,-0.31657,-0.55762,-0.38348,0.39666,1
-0.061787,-0.48085,0.61408,-0.40749,-0.49066,-0.47128,-0.21895,-0.41993,-0.16103,1
-0.14966,0.55604,-0.54203,-0.66788,-0.10601,-0.099145,1.9066,-0.41531,-0.035318,1
-0.76479,-0.5872,-0.17593,-0.40749,-0.49066,-0.52818,-0.19061,-0.38728,-0.6158,0
-0.85267,-0.77663,-0.31081,-0.59385,-0.49066,-0.44619,-0.16227,-0.43598,-0.69034,1
1.2563,-0.61379,0.20944,-0.43863,-0.49066,-0.50891,-0.3292,-0.039326,-0.51209,1
-0.41329,-0.78687,-0.34934,0.99659,-0.49066,-0.41274,-0.52616,0.15111,0.3043,1
0.99272,-0.082046,2.8878,0.077558,1.7318,-0.21622,1.2264,0.15111,1.2959,1
-0.32541,-0.52073,1.038,-0.43302,-0.49066,0.40261,1.8782,-0.17535,1.87,1
-0.58904,2.5501,1.3463,-0.6301,-0.49066,0.068106,-0.21895,-0.4368,0.99774,1
-0.80873,-0.74672,-0.6665,-0.57623,-0.49066,-0.50891,-0.48309,-0.43816,-0.84398,0
-0.28148,-0.66696,-0.64261,1.1498,-0.49066,-0.44201,-0.3839,-0.2469,0.27814,1
-0.41329,-0.84988,-0.38788,-0.66992,-0.49066,-0.55248,-0.57094,-0.43299,-0.79861,0
-1.5996,-0.50744,-0.27227,-0.40749,-0.49066,-0.54771,-0.36207,-0.43734,-0.6527,0
-0.41329,-0.65367,-0.60465,-0.20326,-0.49066,-0.53036,-0.55932,-0.40823,-0.6492,0
-0.36935,2.0183,0.92238,2.8857,-0.49066,-0.28312,-0.353,-0.43571,0.88166,0
0.11396,-0.22827,-0.75013,-0.67401,-0.49066,0.15173,-0.58341,-0.41803,0.83098,1
-0.5451,-0.73343,0.51774,0.2052,-0.50135,-0.52739,-0.38985,-0.42347,-0.045479,1
0.1579,0.68898,0.34432,-0.3309,-0.50135,-0.45037,-0.46211,-0.4232,-0.1793,1
-0.061787,-0.8766,-0.74551,-0.38196,-0.57571,0.19354,-0.27563,2.5452,-0.79511,1
-1.4239,-0.85227,-0.73587,-0.68039,-0.51203,-0.45873,-0.50944,-0.33695,-0.47025,1
-1.1602,-0.48085,-0.72932,-0.66916,-0.76847,-0.16604,-0.42952,-0.14815,0.27929,1
0.37759,0.95485,5.778,4.928,-0.51203,4.333,-0.47373,-0.2469,2.1589,1
0.42153,-0.60049,-0.11812,-0.47744,-0.51203,-0.14096,-0.42329,-0.42075,-0.63509,1
-0.94055,2.5501,-0.58057,-0.57419,-0.51203,-0.36256,-0.56301,-0.37803,0.10043,1
-0.14966,-0.57391,0.36359,1.4561,-0.5334,-0.17023,0.5179,-0.42972,-0.014215,1
-0.41329,-0.87859,-0.63625,-0.60278,-0.51203,-0.52158,-0.57208,-0.43326,-0.84217,0
-0.67692,-0.62708,-0.50349,-0.59283,-0.59751,-0.2664,-0.32523,0.15111,-0.38,1
0.28972,-0.36121,-0.58057,0.12862,-0.51203,-0.51727,-0.35839,-0.12094,-0.15313,1
-0.061787,1.0878,0.61408,-0.050085,-0.51203,-0.54382,-0.58086,-0.43326,0.051768,1
-0.98448,-0.21498,-0.72662,0.94554,-0.51203,0.15173,1.0847,1.2937,1.1136,1
0.070027,-0.77331,0.36359,-0.35643,-0.45732,-0.30821,0.48956,0.17832,-0.39674,1
0.070027,0.55604,-0.62238,-0.63903,-0.57614,0.10992,-0.57746,3.3614,-0.38374,1
0.28972,-0.50744,-0.253,-0.4851,-0.57614,-0.32493,-0.32523,0.72243,-0.59955,1
0.94878,-0.74672,-0.54203,-0.56551,-0.5462,-0.20786,-0.51596,3.3614,-0.79984,1
-0.58904,-0.42768,-0.59964,-0.59589,-0.36244,-0.50055,-0.41592,2.8172,-0.71633,1
-0.36935,-0.042165,-0.40715,-0.38196,-0.25559,-0.52563,-0.49386,-0.40306,-0.23569,0
-0.85267,-0.72014,-0.68597,-0.30537,-0.5334,-0.34584,-0.30397,-0.41422,-0.73929,1
-0.5451,-0.68025,-0.6561,-0.25432,-0.5334,-0.20786,-0.48479,-0.42592,-0.77532,1
-0.98448,-0.65367,-0.74512,-0.17773,-0.5334,-0.50055,-0.56584,-0.42918,-0.76125,0
-0.061787,-0.29474,0.016758,-0.44323,-0.5334,4.9184,-0.27563,0.23273,-0.18041,1
-0.80873,-0.68025,-0.61409,-0.63903,-0.27696,-0.52676,-0.56471,-0.4387,-0.81765,0
-0.58904,0.050889,-0.29154,-0.1522,-0.5334,-0.099145,-0.048911,-0.37531,-0.036182,0
-0.36935,0.09077,-0.60292,-0.27984,-0.5334,-0.36675,0.064451,-0.40551,-0.31459,1
-0.23754,-0.49415,-0.73992,-0.67963,-0.21286,-0.29148,-0.58228,0.6136,-0.66771,1
-0.5451,-0.77331,-0.70735,-0.61019,-0.57614,-0.4002,-0.30397,-0.29914,-0.87693,0
0.026089,-0.42768,-0.021779,-0.12667,-0.3197,-0.36675,0.3762,-0.41531,-0.46705,1
-0.1936,-0.83433,-0.48422,-0.44323,-0.17012,-0.31239,0.14947,-0.35981,-0.37523,0
0.070027,0.34335,0.76823,-0.65563,-0.5334,0.36079,-0.38134,-0.24908,-0.25318,1
0.1579,-0.40109,-0.44569,-0.53615,-0.5334,-0.42528,1.5382,-0.42047,-0.38839,1
-0.28148,-0.30804,-0.48422,-0.5964,-0.5334,-0.14096,1.4815,-0.43925,-0.1108,0
0.20184,-0.82741,0.80677,1.6859,-0.5334,-0.47546,-0.31474,-0.43925,-0.21574,0
0.33365,-0.5872,-0.65918,-0.61146,-0.5334,-0.50473,-0.45503,0.20552,-0.61612,0
-0.36935,4.4112,-0.11812,-0.44144,-0.5334,0.10992,-0.21895,3.0893,1.0365,1
0.026089,-0.5872,-0.54203,-0.38196,-0.5334,-0.40856,0.23449,0.20552,-0.5587,0
-0.41329,-0.57391,-0.74146,-0.48076,-0.92233,-0.37929,-0.55649,-0.28227,-0.88183,1
-1.2481,-0.50744,-0.743,-0.6181,-0.5334,-0.52538,-0.44879,-0.43,-0.67034,0
-0.89661,-0.76002,-0.743,-0.10114,-0.5334,-0.51309,-0.13393,-0.4251,-0.57351,0
0.68516,0.11736,-0.13739,0.00097211,-0.5334,-0.28312,-0.53552,-0.32009,-0.38712,1
0.64122,-0.042165,0.61408,1.4051,-0.5334,2.7859,0.48956,-0.36307,0.31772,1
-0.14966,0.050889,0.016758,-0.075614,-0.49066,-0.51309,-0.27563,-0.41503,-0.27366,1
1.0367,-0.3745,-0.5613,-0.22879,-0.5334,-0.5202,-0.56924,-0.42836,-0.43969,0
0.070027,5.6076,0.45993,-0.20326,-0.5334,-0.4671,-0.51568,-0.37341,1.7375,1
-1.3799,-0.85998,-0.23373,-0.49454,-0.5334,0.10992,-0.27563,-0.4251,-0.56507,0
-0.45723,-0.41438,-0.38788,-0.44604,-0.53767,0.026293,0.03611,-0.39599,0.021697,1
-0.41329,0.55604,3.4658,1.7625,-0.5334,-0.29985,0.48956,-0.43299,0.91201,1
-0.67692,-0.85227,-0.73587,-0.64133,-0.3197,-0.20786,-0.58256,-0.33695,-0.92658,1
-0.94055,-0.14851,-0.7245,-0.62193,-0.72573,0.10992,0.03611,-0.43816,-0.48087,0
0.42153,-0.40109,-0.58057,0.17967,-0.5334,-0.49218,2.2467,-0.43761,-0.23014,1
-1.1163,-0.66696,-0.66959,-0.60023,-0.5334,-0.015519,-0.57548,-0.42238,0.45186,0
1.9594,-0.80575,2.3097,-0.60023,-0.5334,-0.45873,-0.55224,-0.4387,-0.30262,1
0.64122,-0.30804,-0.27227,0.05203,-0.5334,-0.14096,-0.077251,-0.22024,0.10101,1
-0.28148,-0.5872,-0.060316,-0.65231,-0.5334,0.31898,-0.21895,-0.43163,-0.71341,1
0.070027,0.050889,-0.44569,-0.22879,-0.5334,-0.4671,-0.51851,-0.4368,0.042882,1
-0.017849,-0.52073,-0.58057,-0.30537,-0.5334,-0.21204,-0.58114,-0.41803,-0.32488,1
