duration,actor1_fb_likes,actor2_fb_likes,actor3_fb_likes,budget,movie_fb_likes,actor4_fb_likes,director_fb_likes,cast_total_fb_likes,imdb
-0.28148,-0.5872,-0.021779,-0.35643,0.32139,-0.53023,-0.529,-0.42864,-0.60399,1
0.11396,-0.42768,-0.59868,-0.35643,0.32139,-0.50055,-0.30397,-0.43299,0.73595,1
-0.58904,0.34335,-0.11812,0.05203,0.32139,-0.48382,-0.46382,0.015085,-0.034537,1
0.1579,-0.21498,-0.58057,-0.57853,0.74878,-0.34584,-0.020571,-0.37722,-0.5299,1
-0.14966,-0.86052,-0.33008,-0.25432,-0.10601,-0.51911,-0.50576,0.15111,-0.78812,0
-0.76479,2.0183,-0.5613,-0.3309,0.32139,-0.52371,-0.5205,2.5452,0.010508,0
-0.5451,2.0183,1.9243,-0.43302,0.32139,-0.47128,0.17781,-0.43381,0.94098,1
0.1579,-0.53403,3.2731,-0.38196,0.32139,-0.33748,-0.43009,-0.32335,0.15263,1
0.55334,0.42311,1.7317,1.6093,0.32139,-0.4671,-0.40175,1.2121,0.39653,1
1.6957,-0.80721,-0.29154,0.00097211,0.32139,0.068106,-0.19061,-0.31465,0.94871,1
-0.5451,-0.40109,0.61408,-0.25432,0.89837,-0.49218,-0.16227,-0.42211,-0.21562,0
-1.1602,-0.26816,0.44067,1.4561,0.32139,0.27717,0.29117,-0.41367,0.48469,0
0.7291,-0.57391,-0.42642,-0.54739,0.32139,-0.14096,-0.42159,-0.29914,-0.65442,1
2.6184,1.8854,1.3463,0.97107,3.7405,4.5839,6.7811,0.99448,4.2849,1
-0.41329,-0.36121,-0.72219,-0.48918,0.32139,-0.48382,-0.53523,-0.3677,-0.69215,1
0.33365,-0.42768,2.8878,-0.050085,0.10769,-0.47964,0.064451,-0.066532,0.25087,0
0.77303,-0.09534,0.74896,0.97107,0.32139,-0.40856,-0.48649,-0.43734,-0.066705,1
-0.98448,-0.52073,-0.50349,-0.46135,0.42823,-0.53446,-0.048911,-0.34022,-0.54595,0
0.7291,-0.1751,0.44067,-0.17773,0.32139,1.2807,-0.46495,-0.42265,0.78211,1
-1.0284,-0.42768,0.093832,-0.22879,0.32139,-0.52601,-0.16227,-0.43435,-0.35664,0
-0.45723,-0.068753,-0.23373,0.12862,-0.3197,-0.50473,-0.36236,-0.39871,-0.25367,0
0.37759,0.55604,-0.63086,0.61366,0.21454,-0.53228,-0.46467,0.096701,0.45005,1
-0.32541,-0.50744,-0.40715,-0.59078,0.32139,-0.45455,-0.58426,-0.43816,-0.2635,1
-0.28148,4.4112,0.016758,0.53708,0.32139,-0.057332,1.1697,-0.39517,1.6104,0
1.8715,2.5501,-0.50349,-0.22879,0.32139,-0.38347,1.028,-0.20474,0.86919,0
0.59728,0.55604,0.61408,-0.50756,-0.21286,-0.47128,-0.50151,-0.37722,-0.20517,1
0.81697,-0.76002,1.3463,-0.6689,0.74878,-0.50055,-0.27563,-0.41177,-0.22627,1
-0.23754,1.2207,-0.74743,-0.4828,0.27865,4.333,-0.57491,-0.42456,-0.073863,1
0.026089,-0.42768,0.4792,-0.49863,0.32139,-0.54671,0.57458,-0.42972,-0.089125,0
-0.80873,-0.40109,0.4792,-0.38196,0.27865,-0.37929,-0.57689,-0.42836,-0.44249,1
-1.0284,-0.7878,-0.66516,-0.56041,0.32139,-0.53818,-0.41054,-0.4387,-0.64731,0
0.50941,-0.57391,-0.13739,0.30732,0.27865,0.36079,-0.48932,-0.39599,-0.27782,1
-0.72086,0.95485,-0.34934,-0.22879,0.32139,0.23536,-0.43746,-0.29914,0.30702,0
0.50941,-0.5872,-0.34934,-0.51879,0.27865,-0.14932,-0.30397,-0.4085,-0.29283,0
0.99272,1.4866,1.9243,1.6093,0.25728,-0.099145,-0.39126,-0.40986,0.82834,1
0.11396,0.55604,-0.44569,0.077558,0.53508,-0.057332,-0.48507,-0.43353,-0.080239,0
-0.45723,-0.64037,-0.50349,0.63919,0.25728,-0.47128,-0.24729,-0.35028,-0.50271,1
-0.72086,-0.48085,-0.0025106,0.61366,0.27865,-0.52639,0.26283,-0.33315,-0.2271,1
-0.76479,0.68898,-0.58461,-0.30537,0.25728,0.19354,1.7082,-0.42483,0.081797,0
0.77303,-0.20169,-0.23373,5.1833,0.25728,-0.49636,-0.51851,-0.41803,0.25889,0
-0.80873,0.95485,-0.52276,-0.64822,0.23591,-0.47128,0.03611,-0.40306,-0.055557,0
-0.23754,2.0183,-0.098853,-0.50756,0.21454,-0.42528,-0.38531,-0.41585,0.33948,1
3.2775,0.42311,-0.29154,-0.22879,0.21454,-0.28312,-0.45503,-0.31056,-0.27128,1
-0.80873,-0.42768,-0.60928,-0.49097,0.19317,-0.51894,-0.41422,-0.3677,-0.75607,0
0.20184,0.42311,-0.060316,-0.075614,0.53508,-0.30403,-0.40968,-0.42782,-0.037375,1
-0.94055,-0.50744,-0.34934,-0.38196,0.21454,-0.35002,-0.51936,-0.4368,-0.62184,0
-1.7314,-0.76002,-0.21446,0.077558,0.21454,-0.50473,-0.45021,-0.43163,-0.50687,1
0.90485,1.0878,-0.54203,-0.38196,0.21454,2.1587,-0.53778,-0.30567,-0.22019,1
-0.5451,0.024302,-0.38788,1.5838,0.21454,-0.25385,-0.048911,-0.39599,1.7149,1
0.81697,1.4866,-0.5613,3.6516,0.21454,1.7824,-0.49867,-0.21752,0.74336,1
-0.36935,-0.44097,0.90311,-0.50756,0.21454,-0.46291,0.77296,-0.43081,0.067852,0
0.42153,1.4866,-0.29154,-0.62295,0.1718,-0.44619,-0.54912,2.8172,0.73212,1
0.1579,0.42311,0.26725,-0.075614,0.21454,0.77892,-0.56584,-0.4134,-0.12335,1
-0.67692,-0.055459,-0.44569,0.94554,0.21454,-0.44619,-0.56527,-0.41367,-0.34339,1
0.64122,-0.5872,-0.38788,0.15414,0.21454,-0.51309,-0.5273,-0.37341,-0.63953,1
0.026089,0.68898,-0.253,-0.50909,0.21454,-0.22876,-0.48082,-0.43326,-0.35088,1
-0.10572,-0.49415,-0.27227,-0.4611,-0.3197,-0.015519,-0.27563,3.9055,-0.49165,1
-1.2481,-0.042165,-0.079585,-0.22879,0.21454,-0.47964,-0.27563,-0.14815,0.53163,1
-0.72086,0.82191,-0.15666,-0.40749,0.21454,-0.41692,-0.43179,-0.42129,-0.094719,1
-0.41329,0.55604,1.7317,-0.3309,0.21454,-0.22458,-0.35726,-0.066532,0.076697,1
0.86091,-0.48085,0.13237,0.2052,0.21454,-0.50891,0.03611,-0.43299,-0.30106,1
-0.85267,0.27688,-0.253,-0.075614,0.21454,0.026293,-0.43179,-0.42836,-0.086986,1
-0.98448,-0.46756,0.20944,-0.43302,0.21454,-0.32493,-0.27563,-0.4368,-0.36326,0
1.3882,-0.40109,-0.67036,-0.22879,0.10769,-0.41692,-0.51851,5.2657,-0.45627,1
0.94878,-0.73343,0.32505,-0.27984,0.21454,-0.50055,-0.57604,-0.36117,-0.6733,1
0.37759,2.0183,-0.021779,-0.17773,0.21454,-0.32075,0.31951,-0.36933,0.5856,1
-0.14966,-0.5872,-0.098853,-0.43302,0.21454,-0.42528,-0.57973,-0.42537,-0.66569,1
-0.50117,-0.44097,-0.29154,0.30732,0.49234,0.068106,-0.077251,-0.4251,-0.32278,0
-0.85267,0.11736,-0.079585,-0.45012,0.21454,-0.49636,-0.56499,-0.28227,-0.41073,1
0.55334,0.68898,-0.34934,0.15414,0.21454,-0.46291,-0.44313,-0.38592,-0.25618,1
0.20184,0.82191,-0.48422,0.25626,0.21454,-0.49636,-0.57888,-0.41993,-0.17271,0
-1.1163,-0.5872,0.34432,-0.54049,0.21454,-0.24131,0.88632,-0.42265,0.14889,1
1.2124,0.55604,-0.73972,-0.68167,0.21454,0.026293,-0.31446,3.9055,-0.14783,1
-0.28148,1.4866,1.3463,0.63919,0.10769,-0.51727,-0.4573,-0.42047,0.51336,0
0.11396,2.0183,-0.31081,-0.54739,0.21454,-0.50473,0.03611,2.8172,0.31607,0
1.3003,1.4866,-0.253,0.35838,0.53508,-0.24549,-0.43718,-0.30023,0.15737,1
-0.89661,0.29017,-0.5613,-0.20326,0.36412,-0.45455,-0.45701,-0.43517,-0.17477,0
0.24578,-0.73343,-0.1952,-0.17773,0.10769,-0.14096,-0.56357,-0.43843,-0.66006,1
0.24578,-0.68025,-0.40715,-0.17773,0.21454,0.23536,1.7932,-0.43136,0.34886,1
0.1579,-0.5872,-0.52276,0.76684,0.19317,-0.46291,-0.46637,1.5114,0.24009,1
0.42153,0.42311,-0.1952,0.61366,0.21454,0.52805,0.29117,-0.4134,-0.0044247,1
-0.94055,0.82191,-0.11812,-0.1522,0.21454,-0.14096,-0.077251,-0.34022,0.39016,0
2.4866,0.95485,-0.40715,-0.57266,0.19317,-0.32493,0.03611,0.50478,0.11166,1
0.42153,-0.24157,-0.0025106,-0.050085,0.25728,-0.41692,0.064451,-0.31465,-0.14124,1
-0.14966,-0.46756,-0.253,-0.25432,0.19317,-0.50891,0.092791,-0.42183,-0.31624,0
0.11396,-0.57391,-0.42642,-0.56909,0.19317,-0.47128,-0.46835,-0.43544,-0.68396,1
0.64122,-0.30804,0.36359,2.3751,0.21454,-0.50473,3.3803,-0.38375,1.2703,1
-0.63298,0.050889,-0.58057,-0.27984,0.022211,-0.50473,5.9309,-0.36334,0.55092,0
-0.85267,-0.54732,0.30579,-0.48203,0.10769,-0.33748,1.8216,-0.34321,0.065096,1
0.59728,-0.26816,0.4214,-0.12667,0.16111,-0.14096,-0.30397,-0.17535,-0.33047,1
0.42153,4.4112,-0.40715,4.1622,0.1718,1.2807,0.12113,-0.41803,2.3297,1
0.94878,-0.68025,-0.50349,-0.38196,0.96247,-0.44619,-0.50576,3.9055,0.63488,1
0.20184,-0.53403,2.6951,-0.38196,0.10769,0.31898,-0.40175,-0.31873,0.26255,1
3.3214,-0.48085,-0.58057,0.077558,0.1718,-0.41274,-0.3258,0.20552,0.40937,1
1.2124,2.9489,2.117,0.94554,0.15043,0.068106,-0.13393,3.3614,1.7244,1
1.9154,-0.70684,-0.74358,0.66472,-0.10601,1.0716,0.3762,-0.066532,-0.50086,1
-0.32541,-0.57391,0.45993,-0.48893,0.15043,-0.4671,-0.36434,-0.38348,0.1514,0
0.50941,-0.20169,-0.36861,0.3839,0.15043,-0.18277,3.3803,0.34155,1.8331,0
-0.28148,-0.68025,-0.21446,-0.52722,0.10769,-0.50473,-0.54203,-0.3326,-0.70494,0
4.4638,-0.73343,0.22871,0.46049,0.15043,-0.27894,-0.21895,0.069496,1.1643,1
0.20184,1.2207,-0.060316,-0.12667,0.15043,-0.015519,2.2467,-0.42809,0.41179,1
2.8381,2.0183,-0.34934,0.00097211,0.15043,-0.099145,-0.13393,4.1775,0.22824,1
-0.94055,-0.29474,1.0187,-0.63444,0.15043,-0.18695,-0.58284,-0.39844,-0.44204,1
0.11396,0.27688,-0.29154,-0.38196,0.12906,-0.41274,-0.57689,-0.41993,-0.30538,1
-1.0284,-0.5872,-0.36861,0.61366,0.12906,-0.53379,-0.10559,-0.39953,-0.34059,0
-1.0284,-0.72014,-0.079585,0.56261,0.32139,-0.39601,-0.077251,-0.42564,-0.30686,1
1.8275,-0.36121,1.3463,-0.52543,0.06495,-0.3333,-0.048911,-0.43163,0.79737,1
1.1245,0.42311,-0.34934,-0.050085,0.10769,-0.31239,-0.37681,-0.31465,-0.14606,1
-0.061787,0.27688,2.117,0.077558,0.10769,2.5351,-0.37936,0.36876,0.62686,1
1.1245,0.17053,-0.46496,-0.30537,0.10769,-0.099145,0.03611,-0.37287,-0.37268,1
1.3003,0.15724,0.57555,0.51155,0.10769,1.1552,-0.24729,-0.36987,0.87791,1
-0.76479,0.55604,-0.11812,-0.27984,0.10769,-0.50891,-0.49442,-0.42972,0.33289,0
-0.061787,-0.77331,-0.73048,-0.66099,0.10769,0.98798,-0.24729,3.3614,-0.55314,1
0.11396,-0.54732,1.3463,-0.38196,0.10769,-0.3333,-0.49074,-0.42564,-0.29403,1
-0.061787,-0.3878,2.5024,-0.075614,0.10769,0.44442,-0.5307,-0.42102,0.14782,1
-0.41329,0.27688,1.3463,2.8857,0.53508,-0.14932,-0.31616,-0.38348,0.59938,1
-0.28148,0.68898,-0.44569,-0.58032,0.10769,-0.14096,-0.53977,-0.43571,0.075504,1
0.46547,0.15724,-0.29154,0.00097211,0.10769,-0.40856,0.48956,0.72243,-0.25285,1
-0.76479,0.15724,0.94165,-0.17773,0.10769,-0.015519,-0.24729,-0.43353,-0.11718,1
0.50941,0.42311,-0.5613,-0.56577,0.10769,3.2041,0.99969,-0.37885,1.9171,1
0.68516,1.4866,0.61408,0.94554,0.00084118,-0.21622,0.064451,-0.039326,0.7081,1
-1.0284,-0.21498,-0.71583,-0.30537,0.10769,-0.42946,-0.48195,-0.38184,-0.46832,1
-0.1936,-0.65367,-0.69117,-0.38196,0.10769,-0.49636,1.2547,-0.40524,-0.5666,0
0.33365,0.68898,-0.70986,0.30732,0.10769,-0.17023,-0.5443,-0.36715,-0.32138,1
0.20184,0.024302,5.5854,1.6859,0.10769,1.2807,3.6637,-0.43571,2.3691,1
-0.63298,-0.73343,-0.38788,0.2052,0.32139,-0.47128,-0.43973,-0.40714,-0.55969,0
0.86091,0.55604,-0.021779,4.928,0.10769,0.56986,4.5139,-0.40606,1.4299,1
0.59728,0.050889,-0.61756,2.1199,0.10769,-0.15768,4.5139,-0.37967,0.87824,1
-0.32541,0.95485,1.0187,-0.51981,0.10769,0.44442,-0.27563,-0.40007,0.34277,1
-0.67692,0.68898,-0.021779,0.2052,0.42823,-0.49636,0.17781,-0.42047,0.13873,0
0.81697,1.7525,0.1131,-0.60483,0.19317,1.4479,-0.21895,-0.40388,0.24614,1
-0.017849,-0.5872,0.45993,1.3285,0.10769,-0.51853,-0.47628,-0.4368,-0.020303,1
-0.67692,0.42311,0.59481,0.2052,0.10769,1.3225,-0.47175,-0.427,0.037493,1
0.46547,-0.5872,-0.65899,1.2008,0.10769,-0.39601,-0.34989,-0.38946,-0.38049,1
-0.1936,1.0878,0.36359,0.35838,0.32139,0.56986,0.48956,-0.40551,0.4679,1
0.64122,-0.85121,1.038,-0.45778,0.10769,-0.41692,0.064451,-0.42592,0.23088,1
1.3442,-0.62708,-0.63336,-0.30537,0.10769,1.2807,-0.49329,0.15111,-0.63986,1
-0.80873,-0.66696,0.80677,3.6516,0.10769,0.19354,1.028,-0.43816,0.89589,1
0.33365,1.2207,-0.29154,0.00097211,0.10769,-0.51727,-0.048911,3.9055,0.20587,1
0.50941,-0.64037,1.1536,-0.49582,0.10769,-0.47546,-0.50321,1.5114,-0.089043,0
0.68516,-0.5872,0.093832,-0.56194,0.10769,0.48623,0.064451,5.2657,-0.59798,1
0.81697,-0.77437,0.45993,-0.27984,0.10769,-0.25385,-0.44709,-0.43381,-0.48132,1
0.20184,1.4866,-0.29154,-0.38196,0.10769,-0.43783,2.0483,-0.43625,0.56314,1
1.1685,0.050889,2.6951,-0.10114,0.10769,-0.43365,-0.53523,-0.31873,0.40797,1
-1.0724,0.22371,-0.15666,-0.56321,0.10769,0.068106,-0.58143,-0.42646,-0.2331,0
-0.32541,-0.87527,-0.62546,-0.58389,0.10769,-0.48382,-0.53325,-0.36933,-0.22726,1
1.2124,1.8854,-0.1952,0.48602,0.10769,1.4061,0.48956,-0.42809,0.86175,1
-0.67692,0.95485,-0.40715,0.2052,0.00084118,-0.43783,-0.32693,-0.43707,-0.0017919,1
0.026089,1.4866,-0.060316,-0.46212,0.10769,-0.51727,-0.10559,-0.42755,0.00022375,1
-0.5451,-0.28145,0.24798,-0.52415,0.10769,-0.52513,-0.21895,0.83125,-0.27453,0
-0.89661,0.68898,-0.6351,-0.63903,0.10769,-0.48382,-0.459,0.20552,-0.29765,0
0.24578,-0.54732,-0.48422,-0.3309,0.10769,-0.52906,0.5179,0.34155,-0.29547,1
1.0367,-0.36121,-0.63009,0.026501,0.10769,-0.49636,0.48956,-0.093737,0.51151,1
0.1579,-0.64037,-0.48422,-0.40749,-0.10601,-0.52241,-0.13393,-0.43897,-0.67129,0
0.070027,0.22371,-0.72354,7.7362,0.10769,-0.50473,-0.077251,-0.43163,0.81333,1
-0.67692,-0.29474,-0.59348,1.1498,0.10769,-0.49218,-0.44256,-0.35953,-0.13483,1
-0.14966,1.2207,-0.50349,-0.43302,0.10769,-0.52961,-0.53948,3.9055,-0.20978,1
0.20184,0.050889,0.38286,-0.61325,0.10769,-0.43783,-0.50803,-0.26513,-0.42291,1
-0.5451,-0.48085,1.539,-0.58568,0.10769,-0.40856,-0.37369,0.15111,0.06995,0
-1.0284,-0.055459,-0.65167,2.8857,0.53508,-0.14932,-0.49924,-0.26704,0.013346,1
0.24578,0.82191,-0.13739,0.89448,0.10769,-0.17859,-0.30397,1.8379,0.5357,1
1.1245,0.55604,-0.5613,-0.30537,0.10769,-0.14096,-0.16227,-0.34457,-0.33932,1
-0.58904,0.11736,-0.68924,-0.43302,-0.10601,-0.52651,-0.42074,-0.42972,-0.35228,0
0.026089,0.95485,-0.253,0.17967,0.10769,0.068106,-0.46296,-0.40007,0.19982,1
-0.14966,2.1513,0.24798,-0.30537,0.10769,-0.44619,-0.36207,-0.41095,0.39559,0
-0.50117,-0.66696,1.3463,-0.67554,0.10555,0.19354,5.0807,-0.38375,1.1464,0
-1.292,0.19712,0.38286,0.63919,0.21454,-0.16186,-0.21895,-0.37667,-0.049963,1
0.070027,-0.29474,0.61408,-0.44017,0.10769,-0.52994,-0.16227,-0.35681,-0.33438,1
-0.63298,-0.77331,-0.65398,-0.40749,0.10769,-0.43783,-0.55479,-0.4387,-0.81391,0
0.59728,0.11736,-0.13739,-0.45931,0.10769,-0.4671,-0.34705,2.8172,-0.28518,1
-0.28148,-0.72014,-0.65726,-0.43838,0.10769,-0.54144,-0.48847,-0.28227,-0.66532,0
-0.80873,1.4866,-0.65244,0.46049,0.10769,-0.2873,-0.32041,-0.42483,0.54676,0
0.46547,-0.77331,-0.67209,0.12862,0.32139,0.026293,0.48956,-0.42075,-0.16675,1
-0.1936,5.6076,0.90311,-0.38196,0.21454,-0.45455,0.12113,0.23273,1.6517,1
-1.1602,-0.82768,-0.50349,0.12862,0.10769,-0.54842,-0.16227,0.23273,-0.39411,0
-0.41329,0.68898,0.36359,0.76684,0.10769,0.068106,-0.020571,-0.42809,0.21582,0
-0.76479,-0.44097,-0.6112,0.026501,-0.57614,-0.488,-0.49046,-0.43571,-0.32282,0
-1.2481,-0.24157,-0.253,-0.47182,0.08632,-0.45455,6.7811,-0.42836,0.48938,0
-0.41329,-0.87727,-0.74936,-0.59946,-0.10601,-0.47546,-0.58001,-0.38973,-0.77499,1
0.59728,0.55604,0.53701,-0.62474,0.06495,-0.2204,-0.46268,3.3614,-0.059671,1
0.20184,1.4866,1.3463,-0.20326,0.06495,-0.42946,0.064451,-0.39953,0.58885,1
-0.061787,-0.055459,2.5024,0.00097211,0.06495,-0.40856,-0.49556,5.2657,0.35815,1
-1.0724,-0.83247,-0.73741,-0.62831,-0.92874,-0.54437,-0.53098,-0.43598,-0.93715,0
0.026089,0.34335,0.94165,-0.25432,0.06495,-0.43365,-0.27563,-0.2469,0.041525,1
0.28972,1.4866,1.539,-0.57904,0.06495,-0.16186,-0.30397,-0.43816,0.34886,1
0.42153,-0.54732,3.0805,0.28179,0.06495,-0.42946,-0.27563,-0.32607,0.26638,1
-0.89661,-0.50744,-0.5613,-0.54151,0.06495,-0.46291,-0.51341,2.5452,-0.3844,1
0.42153,0.077476,-0.71024,-0.075614,0.27865,-0.52446,-0.50718,0.50478,0.29447,1
0.37759,0.064183,3.6585,1.354,0.21454,-0.2204,-0.4726,-0.32607,0.94258,1
0.070027,0.95485,-0.253,0.2052,0.06495,1.0298,0.48956,-0.41531,0.07538,1
-0.76479,0.27688,-0.38788,-0.12667,0.04358,-0.45455,0.29117,0.50478,0.2955,1
-0.017849,-0.48085,-0.61756,-0.47514,0.06495,-0.41692,-0.41082,-0.35953,-0.60366,1
0.81697,-0.34792,-0.31081,-0.48127,0.06495,-0.50055,1.6515,-0.29914,-0.055023,1
-0.89661,0.82191,-0.706,-0.44476,-0.66162,-0.23713,-0.56074,-0.37395,-0.35141,1
-0.23754,0.15724,0.90311,-0.66865,0.04358,-0.53333,0.14947,-0.35219,0.00059397,0
-0.50117,0.15724,-0.5613,0.17967,0.06495,-0.52225,0.99969,-0.40714,0.483,0
-0.10572,-0.42768,-0.59868,-0.35643,0.00084118,-0.43365,-0.30397,-0.20093,-0.37926,1
-1.4239,-0.52073,0.90311,1.2264,0.04358,-0.34584,3.0969,-0.4368,0.64109,0
0.11396,1.4866,-0.253,-0.20326,0.022211,-0.51832,-0.53552,-0.34403,0.6828,1
-1.2042,0.27688,-0.67517,-0.65818,0.00084118,-0.35838,0.03611,-0.3677,-0.43459,1
1.1685,-0.77331,-0.67267,-0.52926,0.06495,-0.55428,-0.16227,-0.42238,-0.86101,0
-0.98448,-0.48085,-0.64531,-0.30537,0.00084118,-0.50891,-0.51624,-0.4387,-0.1477,0
-0.67692,0.95485,-0.041048,0.2052,0.00084118,2.0751,-0.50009,-0.41531,-0.013351,1
-0.1936,0.22371,0.24798,-0.40749,0.00084118,-0.45455,-0.43292,-0.42564,-0.14647,1
-0.89661,-0.50744,1.9243,-0.60891,0.00084118,-0.45037,-0.50037,-0.43653,-0.29658,0
-0.017849,0.55604,-0.27227,-0.43429,-0.10601,-0.51727,-0.077251,0.34155,0.046379,0
1.2124,0.15724,2.6951,-0.47897,0.00084118,-0.49218,-0.38985,-0.42592,0.47424,1
0.24578,-0.57391,0.71043,-0.075614,0.00084118,-0.51727,-0.42386,-0.30023,-0.17654,1
-0.72086,0.17053,1.3463,-0.49429,0.00084118,0.36079,-0.57264,2.2187,-0.089084,1
0.1579,0.55604,-0.72527,-0.60968,0.00084118,-0.50055,1.2264,-0.39953,0.29299,1
-0.5451,-0.44097,-0.59039,-0.38196,0.32139,-0.50473,-0.42867,-0.41313,-0.53653,0
1.7397,1.7525,2.117,0.28179,0.022211,3.0368,-0.16227,-0.23602,1.0608,1
0.37759,1.4866,-0.13739,-0.47744,0.00084118,-0.16186,-0.34535,-0.21752,0.22771,1
-0.45723,-0.28145,1.0765,-0.35643,0.00084118,0.52805,0.12113,-0.43843,0.31681,1
-0.14966,-0.5872,-0.52276,-0.35643,0.00084118,-0.36256,-0.51823,-0.43517,-0.64829,1
0.99272,0.050889,-0.70196,-0.50194,-0.3197,-0.33748,-0.35867,-0.43408,0.15897,1
-1.0724,-0.44097,-0.44569,-0.25432,0.00084118,-0.4671,-0.33175,-0.43408,-0.11179,0
-0.80873,-0.85294,2.6951,-0.075614,1.6036,-0.42528,0.5179,-0.31492,0.29497,1
0.37759,4.4112,-0.42642,-0.35643,-0.21286,-0.33748,-0.24729,-0.41558,0.8557,1
-0.14966,0.82191,-0.34934,-0.27984,0.00084118,-0.50473,-0.50831,-0.43408,-0.069996,0
0.94878,-0.36121,-0.61756,-0.43761,0.00084118,-0.51727,-0.34847,-0.43625,-0.71522,1
-0.80873,0.15724,-0.1952,-0.67299,0.00084118,-0.52802,-0.3462,-0.43163,0.091177,0
-0.89661,-0.83699,-0.6929,-0.43302,-0.40518,-0.53688,-0.57633,-0.43707,-0.84451,0
-0.85267,0.95485,-0.098853,-0.12667,0.00084118,-0.43783,-0.16227,-0.42428,0.094221,1
0.1579,0.55604,0.036026,-0.5599,-0.10601,-0.057332,0.20615,-0.40578,1.3003,1
-0.061787,-0.65367,-0.58057,-0.56041,0.00084118,-0.4671,0.14947,-0.43081,-0.63669,1
0.86091,-0.62708,0.19017,-0.38196,0.00084118,0.026293,-0.56612,-0.37178,-0.67581,1
0.24578,0.95485,4.8146,-0.68269,-0.21286,-0.16604,-0.529,0.15111,1.1831,1
-0.50117,0.82191,-0.5613,-0.10114,0.15043,-0.49218,-0.57548,-0.31056,-0.27482,1
-0.5451,0.95485,-0.5613,-0.5747,0.53508,-0.47964,-0.53467,-0.35872,-0.1375,0
0.90485,-0.78846,-0.38788,0.10309,0.00084118,-0.48382,1.6799,-0.43707,0.095331,1
4.332,0.68898,-0.61814,-0.56781,0.10769,-0.52082,0.17781,0.12391,0.061517,1
-0.32541,-0.8209,-0.098853,-0.64414,0.00084118,-0.50891,-0.5171,-0.39082,-0.56672,1
2.0472,-0.83406,-0.17593,-0.47744,0.00084118,-0.50473,-0.46892,-0.039326,0.45857,1
0.026089,-0.72014,-0.60388,-0.40749,0.00084118,-0.47128,-0.57264,-0.28118,-0.89207,1
-1.7314,-0.73343,-0.61756,0.53708,-0.10601,-0.52179,0.064451,-0.39626,0.6081,1
-0.45723,0.17053,-0.13739,-0.3309,0.00084118,-0.55624,-0.13393,-0.40116,-0.27881,0
0.7291,-0.028872,0.55628,-0.38196,-0.0098436,3.1622,0.31951,1.3482,0.19739,1
0.7291,0.55604,0.71043,-0.48101,-0.020528,-0.3542,2.0483,-0.42047,0.26008,1
1.476,0.050889,-0.6297,4.928,-0.020528,-0.17441,-0.47827,-0.37341,1.0836,1
-0.76479,0.82191,-0.706,-0.5599,-0.020528,-0.45037,-0.50434,-0.40116,-0.38954,1
9.297,-0.73343,0.45993,0.026501,-0.020528,-0.51727,-0.34677,-0.30676,0.14893,1
-0.50117,0.10406,-0.48422,-0.47259,0.10769,-0.45037,-0.44001,-0.38348,-0.23598,1
-0.14966,0.55604,-0.54203,-0.66788,-0.10601,-0.099145,1.9066,-0.41531,-0.035318,1
0.99272,-0.0022849,-0.70196,-0.51726,-0.041898,-0.36256,0.34786,-0.22024,-0.47034,1
-0.45723,0.22371,1.1536,-0.38196,-0.041898,-0.49636,-0.3992,-0.42456,0.64294,1
-0.45723,-0.24157,1.3463,0.58813,0.00084118,-0.45455,-0.46948,-0.37803,-0.11319,1
1.7836,0.42311,-0.63625,-0.050085,-0.063268,-0.4671,-0.35329,-0.30567,-0.048976,1
-0.89661,2.5501,-0.23373,-0.44425,-0.10601,0.10992,0.34786,-0.40252,0.3621,1
-0.1936,-0.3878,2.5024,-0.25432,-0.063268,1.0716,1.7082,-0.42102,0.62254,1
0.46547,0.15724,-0.31081,-0.6809,-0.063268,-0.099145,-0.077251,-0.43381,-0.43521,1
0.1579,-0.42768,-0.69232,0.2052,-0.10601,-0.50473,-0.48535,-0.42809,-0.43578,0
0.42153,0.22371,0.61408,-0.49709,-0.041898,0.44442,-0.16227,-0.39953,-0.12792,1
-0.36935,-0.5872,-0.0025106,-0.22879,-0.063268,0.15173,-0.4641,-0.40578,-0.58445,1
0.070027,-0.68025,1.3463,0.63919,-0.063268,-0.52174,0.26283,-0.42755,0.31825,1
0.37759,-0.70684,1.539,0.74131,-0.063268,-0.49636,-0.52843,-0.039326,-0.046014,1
0.86091,-0.72014,-0.74473,-0.51394,-0.27696,-0.49218,-0.48847,-0.43489,-0.67314,1
-0.58904,0.40981,1.1536,-0.17773,-0.063268,0.27717,0.12113,-0.36362,0.34285,0
-1.4678,-0.24157,-0.64936,-0.54126,-0.29833,-0.31657,-0.077251,-0.28118,-0.47322,1
-0.98448,-0.30804,-0.5613,-0.050085,-0.10601,0.23536,0.03611,-0.43925,-0.47445,0
-0.061787,0.55604,0.20944,0.12862,-0.020528,1.5315,-0.47628,-0.41122,-0.189,1
-0.14966,-0.60049,-0.48422,-0.43302,-0.084637,-0.27476,1.6515,-0.40361,-0.27885,1
1.3442,0.82191,-0.1952,-0.25432,0.42823,-0.28312,0.77296,-0.38184,0.26436,1
-0.28148,0.82191,-0.1952,0.12862,-0.10601,0.026293,-0.37029,0.31434,-0.086163,1
-0.58904,-0.62708,-0.17593,-0.66763,-0.084637,-0.099145,-0.57859,-0.43,-0.15424,1
